accession	assembly_name	collection	sample_accession	scientific_name	base_count
GCA_964253025	LjRoot28v2	LjSC	SAMEA115676923	Rhizobacter sp. LjRoot28	5011724
GCA_964253035	LjRoot39v2	LjSC	SAMEA115676946	Pseudorhodoferax sp. LjRoot39	8086524
GCA_964253045	LjRoot161v2	LjSC	SAMEA115676855	Variovorax paradoxus	6792450
GCA_964253055	LjRoot263v2	LjSC	SAMEA115676915	Pseudomonas sp. LjRoot263	6668312
GCA_964253065	LjRoot204v2	LjSC	SAMEA115676873	Microbacterium foliorum	3896235
GCA_964253075	LjRoot294v2	LjSC	SAMEA115676933	Variovorax paradoxus	6767848
GCA_964253085	LjRoot153v2	LjSC	SAMEA115676851	Paenibacillus sp. LjRoot153	8506995
GCA_964253095	LjRoot139v2	LjSC	SAMEA115676843	Variovorax paradoxus	6713284
GCA_964253105	LjRoot170v2	LjSC	SAMEA115676862	Variovorax paradoxus	6748330
GCA_964253115	LjRoot226	LjSC	SAMEA115676883	plant metagenome	4527899
GCA_964253125	LjRoot243	LjSC	SAMEA115676899	plant metagenome	6877753
GCA_964253135	LjRoot191	LjSC	SAMEA115676869	plant metagenome	5051517
GCA_964253145	LjRoot206	LjSC	SAMEA115676875	plant metagenome	4309148
GCA_964253155	LjRoot154	LjSC	SAMEA115676852	plant metagenome	6558518
GCA_964253165	LjRoot201	LjSC	SAMEA115676871	plant metagenome	5220376
GCA_964253175	LjRoot183	LjSC	SAMEA115676866	plant metagenome	8182787
GCA_964253185	LjRoot227	LjSC	SAMEA115676884	plant metagenome	4620468
GCA_964253195	LjRoot17	LjSC	SAMEA115676861	plant metagenome	3401184
GCA_964253205	LjRoot36	LjSC	SAMEA115676944	plant metagenome	5239286
GCA_964253215	LjRoot236	LjSC	SAMEA115676893	plant metagenome	6644273
GCA_964253225	LjRoot247	LjSC	SAMEA115676903	plant metagenome	4062988
GCA_964253235	LjRoot133	LjSC	SAMEA115676841	plant metagenome	5249629
GCA_964253245	LjRoot111v2	LjSC	SAMEA115676830	Pseudomonas brassicacearum	6660630
GCA_964253255	LjRoot71v2	LjSC	SAMEA115676960	Pseudomonas sp. LjRoot71	4428413
GCA_964253285	LjRoot237v2	LjSC	SAMEA115676894	Allobosea sp. LjRoot237	6063418
GCA_964253295	LjRoot91	LjSC	SAMEA115676971	plant metagenome	6362730
GCA_964253305	LjRoot66v2	LjSC	SAMEA115676957	Acidovorax sp. LjRoot66	7376750
GCA_964253315	LjRoot230v2	LjSC	SAMEA115676887	Trinickia sp. LjRoot230	5888990
GCA_964253325	LjRoot45v2	LjSC	SAMEA115676949	Microbacterium sp. LjRoot45	3297977
GCA_964253335	LjRoot56v2	LjSC	SAMEA115676953	Paenibacillus sp. LjRoot56	8424018
GCA_964253345	LjRoot44v2	LjSC	SAMEA115676948	Microbacterium foliorum	3901744
GCA_964253355	LjRoot202v2	LjSC	SAMEA115676872	Brevundimonas sp. LjRoot202	2622041
GCA_964253365	LjRoot231v2	LjSC	SAMEA115676888	Phyllobacterium sp. LjRoot231	6468626
GCA_964253375	LjRoot112A	LjSC	SAMEA115676831	plant metagenome	6672946
GCA_964253385	LjRoot69v2	LjSC	SAMEA115676958	Variovorax paradoxus	6678546
GCA_964253395	LjRoot22v2	LjSC	SAMEA115676877	Paraburkholderia hospita	11144613
GCA_964253405	LjRoot102	LjSC	SAMEA115676826	plant metagenome	6813222
GCA_964253415	LjRoot62v2	LjSC	SAMEA115676956	Variovorax paradoxus	6739378
GCA_964253435	LjRoot47v2	LjSC	SAMEA115676950	Knoellia sp. LjRoot47	3743929
GCA_964253445	LjRoot107	LjSC	SAMEA115676828	plant metagenome	5219974
GCA_964253455	LjRoot5v2	LjSC	SAMEA115676951	Rossellomorea sp. LjRoot5	4452044
GCA_964253465	LjRoot149	LjSC	SAMEA115676848	plant metagenome	5190984
GCA_964253475	LjRoot221v2	LjSC	SAMEA115676879	Agrobacterium tumefaciens	4991215
GCA_964253485	LjRoot8	LjSC	SAMEA115676964	plant metagenome	4037519
GCA_964253495	LjRoot127v2	LjSC	SAMEA115676836	Pseudoxanthomonas sp. LjRoot127	4139630
GCA_964253505	LjRoot82	LjSC	SAMEA115676966	plant metagenome	5109256
GCA_964253515	LjRoot52	LjSC	SAMEA115676952	plant metagenome	5624382
GCA_964253525	LjRoot223v2	LjSC	SAMEA115676880	Paraburkholderia terricola	7257155
GCA_964253535	LjRoot306	LjSC	SAMEA115676941	plant metagenome	4591185
GCA_964253545	LjRoot305	LjSC	SAMEA115676940	plant metagenome	6773714
GCA_964253555	LjRoot164v2	LjSC	SAMEA115676857	Phenylobacterium sp. LjRoot164	4716671
GCA_964253565	LjRoot268	LjSC	SAMEA115676918	plant metagenome	6132210
GCA_964253575	LjRoot118v2	LjSC	SAMEA115676833	Acidovorax sp. LjRoot118	7189705
GCA_964253585	LjRoot291	LjSC	SAMEA115676932	plant metagenome	5398701
GCA_964253595	LjRoot79	LjSC	SAMEA115676963	plant metagenome	5133278
GCA_964253605	LjRoot286	LjSC	SAMEA115676926	plant metagenome	6775897
GCA_964253615	LjRoot264	LjSC	SAMEA115676916	plant metagenome	6792152
GCA_964253625	LjRoot145	LjSC	SAMEA115676846	plant metagenome	5930929
GCA_964253635	LjRoot135	LjSC	SAMEA115676842	plant metagenome	5074226
GCA_964253645	LjRoot244v2	LjSC	SAMEA115676900	Brucella pseudogrignonensis	5407839
GCA_964253655	LjRoot146	LjSC	SAMEA115676847	plant metagenome	5321711
GCA_964253665	LjRoot245v2	LjSC	SAMEA115676901	Rhizobium leguminosarum	7887004
GCA_964253675	LjRoot152	LjSC	SAMEA115676850	plant metagenome	5926761
GCA_964253685	LjRoot287	LjSC	SAMEA115676927	plant metagenome	6551731
GCA_964253695	LjRoot251v2	LjSC	SAMEA115676905	Martinezella rhizogenes	6355786
GCA_964253705	LjRoot299	LjSC	SAMEA115676935	plant metagenome	5388418
GCA_964253715	LjRoot252v2	LjSC	SAMEA115676906	Pseudomonas brassicacearum	6709870
GCA_964253725	LjRoot104v2	LjSC	SAMEA115676827	Neorhizobium sp. LjRoot104	6695803
GCA_964253735	LjRoot228v2	LjSC	SAMEA115676885	Mesorhizobium caraganae	6893499
GCA_964253755	LjRoot130v2	LjSC	SAMEA115676839	Variovorax sp. LjRoot130	7596274
GCA_964253765	LjRoot129v2	LjSC	SAMEA115676837	Acidovorax sp. LjRoot129	5676429
GCA_964253775	LjRoot10v2	LjSC	SAMEA115676825	Ensifer adhaerens	7282602
GCA_964253785	LjRoot13v2	LjSC	SAMEA115676838	Pseudarthrobacter oxydans	4431591
GCA_964253795	LjRoot168v2	LjSC	SAMEA115676860	Pseudoxanthomonas sp. LjRoot168	4139630
GCA_964253805	LjRoot175v2	LjSC	SAMEA115676863	Variovorax sp. LjRoot175	8602029
GCA_964253815	LjRoot34v2	LjSC	SAMEA115676943	Caballeronia sp. LjRoot34	10347052
GCA_964253825	LjRoot253	LjSC	SAMEA115676907	plant metagenome	5301732
GCA_964253835	LjRoot249	LjSC	SAMEA115676904	plant metagenome	4142787
GCA_964253845	LjRoot277v2	LjSC	SAMEA115676921	Pseudomonas sp. LjRoot277	6703651
GCA_964253855	LjRoot240	LjSC	SAMEA115676897	plant metagenome	6054210
GCA_964253865	LjRoot302v2	LjSC	SAMEA115676939	Variovorax paradoxus	6887760
GCA_964253875	LjRoot300v2	LjSC	SAMEA115676938	Caulobacter sp. LjRoot300	5107759
GCA_964253885	LjRoot31v2	LjSC	SAMEA115676942	Caballeronia sp. LjRoot31	8921534
GCA_964253895	LjRoot229	LjSC	SAMEA115676886	plant metagenome	8819083
GCA_964253905	LjRoot14v2	LjSC	SAMEA115676844	Arthrobacter sp. LjRoot14	4798411
GCA_964253915	LjRoot30v2	LjSC	SAMEA115676937	Rhizobium sp. LjRoot30	5845701
GCA_964253925	LjRoot186v2	LjSC	SAMEA115676867	Microbacterium foliorum	4081567
GCA_964253935	LjRoot42v2	LjSC	SAMEA115676947	Microbacterium maritypicum	4016182
GCA_964253945	LjRoot233	LjSC	SAMEA115676890	plant metagenome	6657374
GCA_964253955	LjRoot259	LjSC	SAMEA115676912	plant metagenome	3736388
GCA_964253965	LjRoot162v2	LjSC	SAMEA115676856	Pseudomonas umsongensis	6917331
GCA_964253975	LjRoot159v2	LjSC	SAMEA115676853	Pseudomonas brassicacearum	6703054
GCA_964253985	LjRoot290v2	LjSC	SAMEA115676931	Variovorax sp. LjRoot290	8083614
GCA_964253995	LjRoot87	LjSC	SAMEA115676968	plant metagenome	5139279
GCA_964254005	LjRoot261	LjSC	SAMEA115676914	plant metagenome	5750115
GCA_964254025	LjRoot6	LjSC	SAMEA115676955	plant metagenome	6762979
GCA_964254035	LjRoot279	LjSC	SAMEA115676922	plant metagenome	6572960
GCA_964254045	LjRoot57	LjSC	SAMEA115676954	plant metagenome	5051517
GCA_964254055	LjRoot288	LjSC	SAMEA115676928	plant metagenome	5497018
GCA_964254065	LjRoot281	LjSC	SAMEA115676924	plant metagenome	6270654
GCA_964254075	LjRoot224v2	LjSC	SAMEA115676881	Rhizobium leguminosarum	7126325
GCA_964254085	LjRoot282	LjSC	SAMEA115676925	plant metagenome	7388309
GCA_964254095	LjRoot269v2	LjSC	SAMEA115676919	Duganella sp. LjRoot269	7449600
GCA_964254105	LjRoot254v2	LjSC	SAMEA115676908	Rhizobium sp. LjRoot254	5958650
GCA_964254115	LjRoot246v2	LjSC	SAMEA115676902	Mesorhizobium sp. LjRoot246	6493584
GCA_964254125	LjRoot189v2	LjSC	SAMEA115676868	Acidovorax delafieldii	5304607
GCA_964254135	LjRoot239v2	LjSC	SAMEA115676896	Neorhizobium tomejilense	6492593
GCA_964254145	LjRoot235v2	LjSC	SAMEA115676892	Pararhizobium sp. LjRoot235	5642435
GCA_964254155	LjRoot260v2	LjSC	SAMEA115676913	Variovorax paradoxus	6782146
GCA_964254165	LjRoot232v2	LjSC	SAMEA115676889	Aquipseudomonas alcaligenes	6969696
GCA_964254175	LjRoot27v2	LjSC	SAMEA115676920	Terrabacter sp. LjRoot27	4678582
GCA_964254185	LjRoot258v2	LjSC	SAMEA115676911	Rhizobium sp. LjRoot258	7097219
GCA_964254195	LjRoot18	LjSC	SAMEA115676865	plant metagenome	4035704
GCA_964254305	LjRoot84v2	LjSC	SAMEA115676967	Variovorax sp. LjRoot84	8305324
GCA_964254315	LjRoot90v2	LjSC	SAMEA115676970	Allobosea sp. LjRoot90	5870010
GCA_964254325	LjRoot99v2	LjSC	SAMEA115676974	Variovorax paradoxus	6778155
GCA_964254335	LjRoot78v2	LjSC	SAMEA115676962	Arthrobacter sp. LjRoot78	4698578
GCA_964254345	LjRoot97v2	LjSC	SAMEA115676972	Phenylobacterium sp. LjRoot97	4707082
GCA_964254355	LjRoot74v2	LjSC	SAMEA115676961	Acidovorax sp. LjRoot74	5743366
GCA_964254365	LjRoot80v2	LjSC	SAMEA115676965	Mycolicibacterium frederiksbergense	6138747
